sample_id,VIM,CDH2,SNAI1,SNAI2,ZEB1,ZEB2,FN1,TWIST1,MMP2,MMP9,TGFB1,COL1A1,COL1A2,ACTA2,FAP,PDGFRB,CDH1,EPCAM,KRT5,KRT14,KRT8,KRT18,DSP,CLDN1,CLDN4,OCLN,TJP1,ACTB,GAPDH,TUBB,RPL13A,B2M,HPRT1,PPIA,YWHAZ,subtype_full,subtype
TCGA-CR-6477-01,14.2714,5.6199,6.6229,11.3063,9.0531,9.8194,15.5676,8.5281,13.8757,13.2127,11.8908,17.434,16.8797,10.0144,9.6611,12.7669,13.6516,10.3736,18.5638,18.7997,6.6524,10.5081,16.7203,10.2421,10.916,4.253,12.2209,17.4276,16.6899,14.6501,12.5786,16.0537,10.2067,12.973,14.966,Mesenchymal,MS
TCGA-CX-7085-01,15.1524,6.0566,8.1823,10.7056,9.9233,10.6956,16.3048,8.2798,14.6984,11.9858,11.8945,18.2766,17.3479,11.7119,10.1442,12.6705,13.5601,5.117,18.5196,18.8431,9.51,10.3648,16.7874,12.8928,12.0767,8.78,12.1419,17.6396,15.8895,14.09,12.6889,16.3875,8.7291,11.4292,14.843,Mesenchymal,MS
TCGA-CR-6473-01,12.4289,4.0861,5.2301,10.669,6.697,7.313,13.8605,6.5288,10.0127,7.9412,10.3532,14.5119,13.7945,11.2691,6.4481,11.1151,11.729,10.2782,16.9827,14.0058,13.1147,12.2504,13.0559,14.6464,12.2916,8.327,11.295,15.5385,17.2322,15.0883,13.5227,14.8021,10.5887,11.5353,14.9847,Atypical,Other
TCGA-D6-6517-01,14.1269,7.0873,6.2379,11.4252,7.5888,8.117,17.1467,6.4393,13.0386,11.1842,11.6774,15.5796,14.5385,10.1249,10.3372,11.4027,13.2201,8.3435,19.2982,19.6939,11.2377,11.1477,16.3112,12.308,8.529,3.871,10.3879,17.3559,17.1556,14.8077,12.2841,14.796,10.1774,11.7142,15.5122,Basal,Other
TCGA-CV-7091-01,13.0805,6.2731,7.4036,10.9365,8.2869,8.3714,15.4558,7.4262,12.8674,12.2428,12.5228,17.0067,16.1642,11.8943,9.0373,11.508,14.2146,10.1504,19.6224,19.4849,11.9391,11.6759,17.0328,14.2253,11.8025,7.5548,11.6768,17.7551,16.2377,14.865,12.8881,16.2471,10.2125,12.6329,15.4562,Basal,Other
TCGA-CV-5430-01,12.9554,3.7073,5.7488,9.1736,8.6073,8.4316,13.9462,6.5152,11.4314,9.9121,10.9606,14.7977,14.5069,10.683,8.2625,11.0803,12.5373,10.6203,17.8547,7.9022,12.2274,10.302,15.9192,14.0776,12.3159,7.1622,11.2842,16.3103,15.9844,15.9508,13.5832,15.3583,10.0735,11.8678,15.2611,Atypical,Other
TCGA-IQ-7630-01,12.8404,8.6105,6.3905,11.4356,7.9543,8.3066,16.468,7.4576,12.4568,11.6419,12.267,16.7129,15.6871,10.5127,10.4384,11.285,12.8965,6.1946,18.9348,18.5909,10.9563,11.5608,16.2161,12.0173,10.616,3.3676,11.1208,17.5341,16.4869,14.7001,12.8098,16.4622,10.1072,12.5697,15.5331,Basal,Other
TCGA-BA-4077-01,13.6673,4.9008,6.155,10.2509,6.9842,8.1496,13.9528,7.1883,12.2791,12.7192,11.7256,14.8161,13.8568,10.1956,8.3244,9.8712,13.0035,9.9728,18.1928,17.432,13.842,12.458,14.9087,13.605,12.6771,7.7556,11.1862,17.6289,16.33,15.0676,12.3089,17.0627,10.256,12.4254,15.2276,Atypical,Other
TCGA-CR-6478-01,14.7594,6.2023,6.5227,10.285,8.5124,9.7601,14.6578,6.9145,12.1385,12.8368,11.4461,15.4854,14.8899,9.8984,7.5738,11.5801,12.3028,10.1482,18.5768,18.4353,13.3995,11.8319,14.3993,12.8815,10.7237,6.579,9.8957,17.1183,16.8806,16.35,12.271,16.1364,10.3029,12.5208,14.8114,Mesenchymal,MS
TCGA-CN-6018-01,14.3385,8.7987,8.4362,11.1113,8.4325,9.6088,16.7846,8.6057,13.9461,13.0102,11.8898,18.1704,17.1458,11.8512,10.0488,11.4345,13.0501,9.5206,19.2893,18.8657,12.7766,12.0534,16.5963,14.0297,7.47,6.1438,11.2886,17.1351,17.1248,15.0448,12.4911,16.2674,10.7601,12.2463,14.4449,Mesenchymal,MS
TCGA-CN-6010-01,13.0546,4.9905,6.1792,10.2987,9.3012,8.4113,14.8347,6.4095,12.5916,8.9283,11.5506,15.9022,14.9167,10.3453,8.451,11.7149,13.5669,12.054,17.6989,13.3996,13.9475,12.6894,14.9286,11.8418,12.4512,7.5223,11.2947,16.346,16.5071,14.3294,13.2132,15.0485,10.3293,11.7068,14.4635,Classical,Other
TCGA-CR-5243-01,13.5848,6.0194,6.3096,10.0782,9.2718,8.9477,15.1347,7.012,12.273,10.3711,10.9334,16.8109,15.987,11.7823,8.8721,12.6165,12.4916,7.7331,17.9995,13.3229,11.4932,11.4033,15.6186,13.9347,11.9172,6.3035,11.1459,16.3039,16.6343,14.697,12.16,14.2575,9.0583,11.9031,14.3672,Atypical,Other
TCGA-CR-6488-01,14.1426,4.7892,8.032,11.0659,9.5194,9.9844,15.8082,7.9334,13.7447,13.1636,12.5056,16.7634,16.0192,10.5047,10.2939,12.5437,13.6557,8.6217,18.1456,18.8151,7.9506,9.8489,16.1135,13.0277,10.4602,4.8445,10.8844,17.2007,16.0858,14.2118,12.4781,15.7619,9.6743,11.4658,15.1739,Mesenchymal,MS
TCGA-DQ-7592-01,13.3685,5.6361,6.1301,12.1926,8.6138,8.6105,14.9526,7.9584,13.032,12.8505,12.7797,16.4648,15.4386,9.4965,9.7147,11.2619,13.1547,8.8925,19.1921,18.4398,12.3055,11.754,16.5757,12.796,10.4754,6.2631,11.8857,17.2085,16.7125,14.255,13.093,16.4796,10.005,12.5321,15.5656,Basal,Other
TCGA-CV-6940-01,12.8903,6.1208,5.8859,11.0075,8.2569,7.8804,14.52,6.4455,13.1094,10.5475,11.5836,16.9608,15.8609,10.4663,8.6559,10.9692,12.9014,11.5714,18.1171,17.7421,11.2599,11.5057,15.6577,11.1695,12.2419,6.0768,11.3477,17.0222,16.7678,14.4765,12.8987,13.6473,10.7913,12.3471,15.93,Classical,Other
TCGA-CV-7413-01,14.1561,7.1315,6.2581,10.9202,8.3584,8.468,15.9489,8.8328,14.1942,12.6951,11.9062,18.0809,17.0929,12.3399,10.3661,11.3518,12.9909,9.298,19.2291,19.7574,11.4763,11.556,16.7637,13.7909,10.5795,5.5714,11.8717,17.0676,16.6758,14.4656,13.3883,17.3026,10.3248,12.487,14.9995,Mesenchymal,MS
TCGA-CR-7404-01,13.2786,4.0993,5.7927,9.8074,8.0684,9.0347,12.7441,6.4071,11.7812,11.056,10.3406,14.5482,13.7955,10.6754,7.2446,10.6323,13.8495,9.7676,18.0239,15.3188,13.4023,11.7082,16.0663,13.4173,11.8138,8.2638,11.9152,16.8983,15.8667,14.707,12.5087,14.9376,9.5775,11.9176,14.5132,Atypical,Other
TCGA-CV-7432-01,11.932,5.9849,5.7368,10.531,6.4792,6.6967,13.0751,5.4998,10.9495,8.7379,11.8766,14.5278,13.6625,10.2437,7.0508,9.4169,12.8216,9.3965,19.612,19.7731,9.4507,11.7454,16.6038,14.186,9.9544,7.485,10.8654,17.2911,17.3603,15.2671,13.4598,15.3226,10.9413,12.8201,15.2201,Basal,Other
TCGA-CV-5440-01,12.3432,3.8089,5.5904,10.7573,9.414,7.8547,13.7045,5.343,11.2659,9.5327,12.3725,14.8979,13.7049,10.586,6.1923,9.4128,12.4891,10.8352,17.5941,17.7679,11.5199,10.8304,15.6115,12.9524,11.7478,6.5588,10.536,16.8067,17.6833,13.9793,14.0258,14.3015,10.1422,12.4069,15.3547,Classical,Other
TCGA-CV-7422-01,13.0585,5.0397,7.0602,10.1987,8.557,8.4627,14.5235,6.4088,11.963,11.4244,11.2555,15.8253,15.2066,10.8729,8.1587,10.6971,13.9728,12.5287,17.8229,15.6494,13.4882,12.6007,16.7789,14.7658,11.5849,7.0028,11.6331,16.966,16.4764,14.6114,13.1261,15.573,10.1421,12.2592,14.9637,Classical,Other
TCGA-CV-6950-01,15.5467,6.7892,6.3183,12.5489,8.6578,8.4764,18.9106,7.8571,13.1973,12.5355,12.3917,17.6084,15.1409,10.9201,10.1204,11.8824,13.1286,10.6574,18.7588,19.1956,12.26,10.8265,16.2395,11.9852,10.1678,5.1795,11.3778,17.5198,16.5366,14.7807,12.063,15.9788,10.2394,12.5312,14.9512,Mesenchymal,MS
TCGA-CV-7263-01,13.9488,6.3487,6.7834,10.2519,9.2147,9.5568,15.8508,7.8631,13.6624,13.7055,11.0879,17.5587,16.8415,11.1921,9.7011,11.7976,13.5062,8.8153,17.1158,17.2094,10.1534,7.6985,16.0514,9.3917,11.8802,6.0523,10.9761,16.3476,15.7163,14.3024,13.5471,15.6504,9.3474,12.5509,14.5966,Mesenchymal,MS
TCGA-CV-7410-01,14.538,6.5337,7.716,10.8467,9.4449,9.7783,15.1772,8.0615,13.4155,12.0512,11.5923,17.4017,16.3414,11.7276,9.7745,11.5894,10.7136,7.7265,19.0132,19.4129,6.1475,9.2264,17.0405,10.2398,8.078,3.8056,10.7728,17.2468,15.6901,14.8693,13.3144,16.7524,9.4477,12.2369,15.2116,Mesenchymal,MS
TCGA-BB-4217-01,14.4963,6.1156,7.1559,10.1918,8.6303,9.4098,13.0389,8.0716,12.3223,9.7554,11.5547,14.3511,13.6952,10.7142,7.7207,11.0189,13.2653,9.7472,17.5809,17.2771,12.8545,12.6705,15.316,11.9798,12.5371,7.4904,12.4838,17.206,15.9583,14.6398,13.8326,15.7672,9.7331,12.0849,15.7543,Atypical,Other
TCGA-CV-7406-01,13.5724,6.8559,7.1935,8.2194,9.119,8.6603,16.3223,7.6231,13.0517,10.7417,9.9758,17.2983,16.3119,11.9539,9.3425,10.6325,14.8415,10.1278,16.3453,9.0069,13.681,12.5409,15.7279,14.8714,14.1124,9.3247,12.3305,16.9662,17.2431,14.3806,13.5179,13.5733,9.3454,11.8943,14.5478,Atypical,Other
TCGA-CV-7089-01,13.5217,1.5946,5.9638,10.9636,7.061,7.3737,11.8205,5.7421,10.2876,10.6257,11.9434,14.0381,13.1528,9.2584,7.8934,10.378,13.5088,8.3391,19.2295,18.7886,11.9467,12.65,16.4487,12.5177,13.0285,8.2442,12.224,17.4927,16.4996,14.5029,13.0544,15.5923,9.7291,12.4737,15.4124,Atypical,Other
TCGA-CN-5359-01,14.3525,6.986,7.5274,11.0239,9.9486,10.5347,16.4325,7.3647,14.2659,11.9738,11.9803,17.9259,17.366,12.0578,10.1429,12.8555,13.1805,10.4448,17.4317,16.905,7.4233,10.4481,15.3777,12.5983,11.3974,8.4022,11.4335,17.0121,16.9701,14.204,12.3904,15.7763,9.3194,11.9978,15.0011,Mesenchymal,MS
TCGA-CQ-5330-01,14.9542,11.2436,7.3756,11.2362,9.7267,9.9375,18.5524,7.2997,13.9506,11.184,12.1694,18.1252,17.3074,11.3666,11.1949,12.7108,12.8619,9.4763,18.1278,18.1799,12.6048,12.0663,15.6045,12.0134,9.2315,6.1099,10.928,16.8384,16.3137,14.9104,13.0248,15.8147,9.5837,11.8231,15.4395,Mesenchymal,MS
TCGA-CV-5977-01,14.7457,3.3308,5.4412,12.4521,6.4948,6.6536,13.7108,6.6672,11.3628,10.2867,12.3691,14.9201,13.8612,9.5894,9.7953,10.4392,12.9413,9.7116,18.5684,19.6215,8.6869,11.2351,16.036,8.4418,9.8007,3.0275,10.3908,17.4384,17.0041,15.2159,13.1568,16.0212,9.7223,12.7136,16.3011,Basal,Other
TCGA-CR-7402-01,12.9328,1.6765,5.6402,9.7808,8.0643,8.0758,12.4875,5.6794,11.9181,9.6324,10.7492,15.0108,14.4046,9.8478,6.9733,10.9916,12.8351,10.2352,18.8779,18.2842,12.8897,10.7093,17.7261,11.1835,9.6464,7.3168,10.3961,16.3246,16.2649,15.762,12.2732,14.8071,9.6249,12.2783,14.0367,Atypical,Other
TCGA-CV-5443-01,13.4237,3.7467,6.724,9.1551,8.611,8.3372,13.9185,6.0589,11.8614,12.5382,10.3279,15.1686,14.5039,12.0441,7.8562,10.7448,12.2387,9.0671,18.0577,12.9245,12.6603,12.1389,14.1128,15.1149,13.0514,5.5408,11.2105,16.6674,16.6127,14.7967,13.9435,15.3836,9.5932,12.2941,13.786,Atypical,Other
TCGA-IQ-7632-01,12.2617,1.6738,5.4501,10.7728,6.9181,6.715,11.2167,5.7581,10.5326,9.8,10.9325,13.7497,12.7624,10.5713,6.6535,9.5957,13.8302,9.8718,19.5908,19.8345,11.101,12.3223,17.2762,14.1851,10.9159,7.3399,12.3862,17.2768,15.7486,14.2248,12.6862,15.5662,9.3731,12.4767,15.4843,Basal,Other
TCGA-CN-4730-01,11.8508,4.6369,6.0881,10.2783,6.642,7.1041,12.1361,5.3205,10.0124,9.7812,11.3313,14.6524,14.0206,10.0331,6.5674,10.0915,13.9083,10.8039,18.3474,18.196,13.7493,13.0227,15.9004,13.1787,9.9858,7.3161,10.9347,17.3298,17.1346,15.0745,13.6261,14.7854,10.1475,13.5526,14.9791,Basal,Other
TCGA-CV-7101-01,13.7893,4.0732,6.224,10.3385,7.9425,8.3707,14.6627,5.5749,12.2285,11.349,11.7319,15.6296,14.7689,10.9075,7.5774,10.4836,13.931,11.7289,18.7557,17.1429,13.8358,12.5523,16.6082,13.707,13.9849,8.9359,12.0984,17.3551,16.5549,14.0932,13.7931,15.7506,10.3305,12.3395,14.9841,Atypical,Other
TCGA-CQ-6227-01,14.9307,4.0563,7.5348,11.4629,9.5374,9.5038,15.1655,8.6821,13.9636,11.5914,12.0081,16.6904,15.8759,14.1275,9.7779,12.2155,13.5513,9.3592,18.1861,18.8313,10.6338,11.5238,15.4536,12.6607,11.2688,5.5133,10.8502,17.1582,15.9499,14.3604,13.2982,15.635,10.433,12.1616,14.9772,Mesenchymal,MS
TCGA-CV-7253-01,10.868,2.6705,4.847,10.4181,6.141,5.7389,12.8527,3.3882,9.1172,7.8643,12.2518,13.0772,12.1281,9.3809,5.7389,7.4111,14.3713,8.2982,18.5205,18.8836,11.6663,11.4894,16.9263,14.6029,12.3163,8.6799,11.3779,16.5442,17.4923,14.1449,14.4252,15.6005,9.6122,12.1265,14.364,Classical,Other
TCGA-CR-7377-01,15.045,6.0003,7.7892,10.9682,9.7114,10.0383,16.0524,8.9024,14.8704,11.61,12.0913,17.6377,16.7132,10.8289,10.6085,12.9509,12.806,7.1857,18.1163,18.4175,8.9785,10.7562,16.2364,10.5287,11.0923,6.2857,11.8848,17.0916,16.1266,14.8142,13.0164,16.4418,9.7133,11.9919,15.0178,Mesenchymal,MS
TCGA-HD-7831-01,15.6615,10.7584,8.2919,11.5879,10.7608,10.74,19.7707,9.9062,15.9443,12.6131,12.1583,20.3809,19.5156,14.3609,12.3373,14.1308,13.5162,7.1191,16.9728,15.8781,12.0229,11.2721,16.3999,7.9618,8.2919,5.2895,11.2613,17.8008,16.2822,14.8706,12.7208,15.4916,9.3341,11.7308,15.0187,Mesenchymal,MS
TCGA-CN-4735-01,13.9896,4.1492,7.5357,9.5694,9.5571,9.4355,14.9958,7.3496,11.3832,12.2983,10.6807,15.4851,14.7071,9.6191,8.5928,11.5008,12.1218,10.7576,16.9264,14.579,12.8848,11.993,14.4071,15.3091,12.4372,7.4409,11.0269,16.3414,16.3368,14.2851,12.9764,16.3897,9.9928,11.9554,14.1543,Mesenchymal,MS
TCGA-BA-6872-01,14.6789,7.1147,6.8254,11.4813,7.6395,7.8072,15.4964,7.996,13.2733,13.5481,12.5442,17.1272,15.7117,10.5683,9.2315,11.886,12.9369,10.2782,19.3997,20.1605,8.9128,11.0093,15.5632,11.4121,11.3642,5.6479,10.7329,17.483,16.429,15.3203,12.8609,15.9415,10.0648,12.3643,15.3203,Basal,Other
TCGA-CV-7416-01,13.9637,7.974,6.5471,12.3619,8.0086,9.3621,16.4788,8.2795,14.3009,10.4042,12.1617,18.0551,17.2728,12.3332,10.6106,11.1163,13.0684,8.9808,17.7398,18.2665,5.9394,8.6444,16.0535,13.3094,9.5328,6.6382,11.7525,16.831,15.9017,14.3686,12.1117,15.7512,9.8879,12.0686,15.3965,Mesenchymal,MS
TCGA-CV-7099-01,13.2901,3.0455,6.3059,10.5757,6.2902,7.8495,13.9105,4.8237,12.1478,12.049,11.5962,14.4835,13.1201,9.406,8.2155,9.0495,13.4178,10.1107,19.1324,19.1783,10.8857,11.4897,16.4807,13.8297,13.1463,7.2408,11.2469,17.2379,16.6143,14.6445,13.317,15.5028,9.6616,12.3626,15.1924,Basal,Other
TCGA-BB-4225-01,13.391,4.4928,7.4769,9.7658,7.5179,7.1707,13.9365,7.7366,9.7285,10.9599,10.7762,13.6731,13.1291,10.8207,5.928,10.0825,12.158,9.6807,18.4467,13.4362,12.3861,11.8213,13.9619,12.9556,13.857,7.5254,10.3484,16.6247,15.9911,14.2648,13.9987,16.0192,8.8744,12.3335,14.1459,Atypical,Other
TCGA-CV-6955-01,12.0618,2.9555,5.0968,9.1851,6.3721,7.3846,8.7484,5.0238,9.9252,10.6795,10.9624,11.7582,10.8463,8.2459,4.0182,7.7592,14.1852,8.1451,19.7823,18.6041,10.7383,10.0407,17.6226,11.6624,13.2997,8.9276,12.044,17.0629,16.3711,13.9347,13.2513,16.2812,9.356,12.0838,15.1361,Atypical,Other
TCGA-BA-5153-01,13.5694,3.2438,5.4226,8.1468,8.401,8.2508,12.4426,5.5729,11.2204,9.9533,10.8108,14.5228,13.876,10.1798,6.2178,10.9994,12.3683,10.3897,18.2791,13.2297,13.0948,12.5411,15.8189,14.7368,12.4603,7.6446,11.9334,16.3549,15.605,14.434,12.7363,14.8654,8.9697,11.9461,13.7935,Atypical,Other
TCGA-CN-4738-01,13.4543,4.4088,6.7451,10.7429,8.2078,9.0916,12.7933,6.4173,12.107,10.2254,11.9834,14.6508,13.8047,9.435,8.6689,10.6506,13.425,9.724,18.9078,18.7442,13.5254,12.8281,16.1676,13.1261,13.457,8.366,11.8812,17.0639,17.0844,13.4537,12.876,16.107,9.6951,12.0971,15.123,Atypical,Other
TCGA-CV-6960-01,12.5688,4.5657,6.8899,10.6263,5.738,6.4287,13.8579,7.7311,12.9293,9.9608,11.2896,15.4496,14.2673,10.0698,7.9985,9.4468,13.618,10.4576,16.6886,16.6018,10.6709,10.696,14.0548,13.4698,11.9626,4.8538,11.2507,16.8645,16.0244,14.1098,11.4758,13.4339,10.1684,11.941,14.0813,Classical,Other
TCGA-CQ-6228-01,12.9175,5.1884,6.9314,9.8851,8.4037,8.0346,14.7818,7.8698,12.71,11.7786,11.49,15.874,15.1966,9.9165,8.9397,10.806,14.1042,12.9495,17.6107,14.4067,12.875,10.978,15.9451,10.4706,12.2773,7.077,10.9437,16.3309,17.64,14.7496,13.4695,14.8579,10.4987,12.6508,16.0538,Classical,Other
TCGA-CV-7236-01,14.8761,7.2327,7.6635,11.3166,8.4955,8.9192,15.3539,7.8704,12.8574,10.2662,11.1854,17.0693,16.059,11.8383,11.2335,11.5359,12.3325,8.5635,18.2059,18.526,12.578,12.306,16.3949,12.3272,10.529,6.2798,11.9836,17.5954,15.9983,14.9137,12.2765,15.7403,10.2234,12.6415,15.3457,Mesenchymal,MS
TCGA-CV-7255-01,12.4524,5.4175,5.9631,10.9543,7.3048,6.6044,14.4133,7.7308,11.7461,13.3369,11.3241,13.6546,13.0329,8.6566,10.0812,9.1797,13.5925,8.2262,18.653,19.2407,13.4102,12.7535,16.6725,13.3233,11.055,7.7346,11.813,17.5369,16.5771,15.0221,12.2373,16.1293,9.7461,12.6415,15.6761,Basal,Other
TCGA-BA-5558-01,13.3081,2.6489,6.6254,10.7881,7.727,9.2917,13.002,6.6663,11.9692,11.7421,12.6242,15.3444,14.6494,10.8975,8.3799,11.3884,13.7807,8.5873,19.199,19.5954,8.782,11.6496,17.3558,11.8383,11.6448,6.1611,11.8254,16.8789,16.2605,14.1219,13.6321,15.9786,9.567,12.2341,15.6327,Basal,Other
TCGA-CV-5973-01,11.5242,0.0,4.385,10.3288,5.7562,6.0148,11.7161,6.2084,10.6971,11.001,12.8082,13.0471,11.2209,9.7624,9.9663,8.7726,13.3277,9.0193,19.2095,19.8589,11.1141,12.2608,16.0614,13.0659,12.8308,4.5975,11.1436,17.8343,17.833,14.2786,13.3876,14.747,10.6936,13.1703,15.5028,Basal,Other
TCGA-BA-6871-01,14.1872,6.0643,8.2866,10.2496,9.2742,9.448,15.8975,7.6325,14.3836,10.0885,11.0838,17.8307,17.1286,12.5971,10.3049,13.2881,11.7433,11.0559,16.8224,13.2374,12.7995,12.4704,14.5619,13.544,11.0823,6.3353,10.8411,16.8885,19.2034,15.4187,13.9637,16.109,10.4309,12.6092,14.2353,Mesenchymal,MS
TCGA-CX-7086-01,11.3456,1.065,6.7697,10.1447,6.8256,7.0803,10.9876,5.0299,10.3213,8.6865,11.3261,13.2362,12.6438,9.0155,6.0871,9.4085,13.0671,9.8193,17.9774,18.52,10.4209,11.1065,16.727,11.7349,12.7571,7.8545,11.7757,17.2638,16.6058,14.489,12.6271,15.2932,9.9289,12.3584,15.6883,Atypical,Other
TCGA-CR-7390-01,13.7707,7.1707,6.9563,11.1699,8.6567,9.2964,16.1176,7.955,13.5401,11.1678,11.8231,17.47,16.5009,11.2238,9.2473,11.8742,13.9193,11.3409,17.5866,18.35,10.828,11.1484,17.092,14.5118,12.8007,8.7099,12.208,17.2505,16.9492,14.7922,11.717,14.6782,10.6934,12.2883,15.5342,Classical,Other
TCGA-CV-7183-01,12.6666,4.978,4.978,10.9584,7.6975,7.5651,14.2698,5.4923,12.3083,9.8593,11.2236,16.883,15.9682,10.0569,8.4616,11.4365,14.2611,6.0475,20.1931,20.5453,6.5506,10.9417,18.1077,12.592,11.9704,8.9293,12.2022,17.5103,16.6901,14.137,13.4579,15.0583,9.1087,12.407,15.9775,Basal,Other
TCGA-CN-5358-01,14.8534,5.9307,7.387,10.6474,10.1377,10.969,16.6952,8.2639,15.0202,13.3337,11.2789,18.7192,17.9055,12.0306,10.8278,13.3021,12.5458,6.8245,18.014,18.2173,8.2419,10.2959,16.4262,12.8901,10.2089,6.944,11.6504,17.0466,15.6028,14.1265,12.8182,15.9363,8.5245,12.1971,14.2938,Mesenchymal,MS
TCGA-CN-6989-01,15.623,8.5696,8.3524,10.9843,10.0792,10.9104,17.4139,8.6165,14.5333,13.8498,11.9661,18.5997,17.7011,12.7491,10.6948,13.6585,13.6245,11.8184,17.6922,16.6423,13.3351,11.9817,14.6372,11.7434,11.5327,7.7073,11.1955,17.0054,16.6034,14.7519,12.3012,15.2819,10.2085,11.6342,15.6713,Mesenchymal,MS
TCGA-CV-6941-01,13.5312,7.0865,6.5926,11.2469,8.7299,9.1183,16.1487,8.1953,13.7814,12.2839,11.1013,18.035,17.0861,12.238,9.6253,12.2582,13.4591,11.3669,17.8761,18.2073,13.0353,11.766,16.8726,11.1285,12.3793,7.8369,11.5364,16.8849,16.3504,14.4125,12.502,15.3268,9.9407,11.6388,14.9441,Classical,Other
TCGA-CR-6484-01,14.507,4.2586,6.9125,11.0797,8.5622,10.3459,15.7413,7.9766,13.6073,13.2655,11.2169,18.0093,17.1136,11.242,9.1186,12.5168,12.1637,8.1796,18.8923,18.852,7.5041,10.4708,16.36,13.2353,10.2469,6.2852,11.7594,16.97,15.8003,14.2652,12.8108,16.7222,9.0052,12.4048,14.6537,Mesenchymal,MS
TCGA-CN-6024-01,13.4161,6.7696,6.8694,11.6448,9.2927,9.0588,15.7259,7.7972,12.4972,11.0632,11.7705,17.3498,16.2865,12.4705,9.2355,11.6246,13.058,11.5087,17.815,18.1164,13.3327,10.917,16.2835,10.5729,13.2356,8.5025,10.2027,16.9263,18.673,14.4636,13.019,13.3193,10.408,12.3642,15.7104,Classical,Other
TCGA-CR-7392-01,13.9926,7.5177,7.0516,11.1316,9.6094,10.3244,16.2389,7.923,14.5624,11.9579,11.7928,17.6853,17.1093,11.0063,10.3914,13.0064,13.6435,8.0936,17.8599,18.3996,11.6646,10.8368,16.6642,13.3175,10.2565,6.2968,11.2806,16.9176,15.5357,14.4974,12.5865,16.4806,9.1218,11.7985,15.0944,Mesenchymal,MS
TCGA-CR-7379-01,14.3094,9.4942,8.1625,11.9729,8.2551,9.5887,16.4275,8.0451,13.0162,11.5874,11.782,17.9566,17.1357,11.6833,9.5917,12.4153,13.3441,9.3256,18.9788,18.9905,12.4696,12.0831,16.5598,12.8075,11.7218,7.0153,11.9846,17.5934,16.6626,14.6851,12.8927,15.1213,9.9806,12.6908,15.3366,Basal,Other
TCGA-CX-7082-01,13.017,4.4219,6.1472,10.418,8.2083,8.2646,14.2983,6.6797,12.4445,9.6438,10.9051,16.5014,15.4873,10.1347,7.9913,10.8177,14.1995,11.024,18.2919,15.9444,13.853,12.8428,15.5458,12.2639,12.2662,6.6469,11.24,16.4936,16.4037,15.0676,13.0339,14.96,9.5099,12.0956,15.065,Classical,Other
TCGA-CN-4733-01,14.9415,7.3616,7.3572,10.0141,9.6868,10.2727,14.9323,8.2182,14.181,11.8826,11.5913,17.3383,16.7026,10.4673,10.1657,12.712,12.2459,8.9722,17.6073,18.1735,10.7943,11.5115,15.548,12.0601,9.9779,5.4088,10.5699,17.1466,16.2197,14.8082,12.7303,16.3054,9.1781,11.8565,14.522,Mesenchymal,MS
TCGA-CR-7389-01,13.9264,4.9612,6.5669,11.0878,9.6352,9.7744,13.8569,6.906,13.5277,9.3491,11.9732,16.4154,15.6945,11.1602,8.6532,12.4157,13.6685,8.5064,18.8018,18.3074,10.7274,10.3864,17.4631,11.7028,11.8475,7.9076,11.454,17.0394,15.3545,14.3903,13.2663,16.5347,8.632,12.3126,15.1483,Atypical,Other
TCGA-CN-6023-01,12.4997,6.2639,5.0898,10.0503,9.1982,9.2031,12.8567,4.5905,10.7072,10.252,9.913,14.1088,13.3498,9.8983,6.7193,10.0973,12.7653,11.9512,16.0311,8.991,15.5358,14.2703,14.1757,14.8957,11.7214,6.6364,10.9375,16.1143,16.8438,14.3524,13.7534,15.5572,10.2841,12.4305,14.1173,Classical,Other
TCGA-CV-7430-01,12.1765,4.6668,5.7344,10.4317,6.4069,6.7208,12.9567,4.7794,11.3061,8.2775,11.3798,14.2909,13.3713,9.5634,6.6185,8.8999,14.6337,10.7861,18.9195,17.6447,11.136,12.4522,15.9082,14.5992,14.3411,8.8599,12.6474,17.4294,16.6879,13.1255,12.2751,14.9202,9.9414,11.1182,15.6081,Classical,Other
TCGA-HD-7832-01,13.1415,4.266,5.7539,11.652,7.185,7.407,14.149,6.3205,11.4266,10.8883,11.5011,15.8494,14.5741,10.2298,8.5341,10.5077,13.2548,9.0948,18.7102,18.6119,10.6306,12.2041,16.4991,13.4472,9.6138,7.6251,11.2829,17.1224,16.7378,14.4548,12.2395,16.196,9.6337,12.5636,15.3737,Basal,Other
TCGA-BB-4228-01,13.0253,5.2433,7.087,9.4433,8.8932,8.0585,14.5533,5.785,11.2366,10.6875,10.4398,15.3277,15.0728,11.5231,8.3891,11.2499,11.9056,9.8678,17.9403,9.323,13.6996,13.3149,15.7373,14.6478,14.385,8.2768,11.4278,16.6197,16.3297,14.84,14.1613,14.5254,9.2204,12.6483,14.9237,Atypical,Other
TCGA-CV-6943-01,14.9417,7.6678,6.9998,10.5708,9.3828,9.869,16.8589,8.2101,15.3004,10.4655,12.4712,19.1724,18.2468,11.6587,10.3233,12.6792,13.7473,5.9932,19.1523,19.4736,11.3712,10.5147,16.2652,12.8617,11.7985,7.7966,11.8117,17.3525,15.8635,14.4207,12.8003,17.1103,9.4325,11.9226,15.2425,Mesenchymal,MS
