sample_id,VIM,CDH2,SNAI1,SNAI2,ZEB1,ZEB2,FN1,TWIST1,MMP2,MMP9,TGFB1,COL1A1,COL1A2,ACTA2,FAP,PDGFRB,CDH1,EPCAM,KRT5,KRT14,KRT8,KRT18,DSP,CLDN1,CLDN4,OCLN,TJP1,ACTB,GAPDH,TUBB,RPL13A,B2M,HPRT1,PPIA,YWHAZ,subtype_full,subtype
TCGA-CR-7376-01,15.4719,7.5525,8.4043,10.5132,10.3615,11.3899,17.8726,8.9266,15.8485,13.0566,11.9553,19.4714,18.5927,11.9318,11.3809,13.6317,12.2248,7.3591,17.7169,17.699,9.0801,9.7554,15.6091,11.7364,11.3953,7.2046,11.3133,16.9378,15.2768,14.3964,12.4423,16.7418,9.0104,11.6164,14.9387,Mesenchymal,MS
TCGA-CV-7421-01,15.1876,5.6798,7.4761,10.2173,9.5285,8.3921,16.0623,9.2379,15.0949,12.3976,11.7697,16.7014,15.7798,12.7229,9.9855,12.0406,12.807,12.3716,17.0285,17.6158,14.9352,12.9873,14.6853,13.3189,14.0522,8.1772,10.9256,16.8096,16.9178,14.4916,13.1144,14.7753,9.5136,12.4683,15.6847,Classical,Other
TCGA-CQ-5325-01,14.4431,3.8398,6.0965,11.1187,9.3113,9.7718,15.102,6.9852,13.6143,11.5432,12.2137,17.0241,16.088,10.2035,8.7803,12.214,13.0003,7.6193,18.7891,19.2323,10.1692,10.8518,16.272,12.5464,11.0842,5.356,11.1073,16.9548,16.287,14.2713,12.4531,17.3428,9.6957,12.3326,15.244,Mesenchymal,MS
TCGA-CV-7433-01,14.8494,7.464,7.9793,10.2562,9.2582,9.8379,17.3186,8.6188,15.3468,12.0131,12.7253,18.8442,17.9653,12.752,10.6746,12.7195,14.0244,8.8112,18.2768,18.8913,12.0423,11.5823,16.0068,15.1902,11.047,6.1574,11.6216,17.536,16.3665,14.8174,12.9017,17.0699,9.8139,12.3312,15.5679,Mesenchymal,MS
TCGA-CN-6012-01,13.7268,4.1309,6.4334,10.0641,8.7146,8.9641,14.0044,6.3272,12.6399,11.3145,10.8457,15.4229,14.4991,10.3442,7.842,11.4704,12.9017,12.6278,18.1497,14.1036,13.8622,12.6021,15.8282,12.6238,13.3,7.7658,11.3509,16.6959,16.7066,14.5943,12.4979,15.4352,9.704,12.1503,14.4395,Atypical,Other
TCGA-CN-4729-01,13.5995,4.6303,7.5004,11.2652,8.3612,9.0076,13.9653,7.1001,13.0427,10.0708,11.6264,16.5014,15.8105,10.854,8.9554,11.8769,13.3963,9.8421,18.7624,18.7096,11.9075,12.9326,16.3383,12.559,12.462,8.3054,12.611,17.4628,16.9662,14.2995,13.1609,16.2283,9.1525,12.541,15.746,Basal,Other
TCGA-CV-5979-01,15.8797,8.1381,5.7403,11.0108,7.5117,8.1904,16.7452,6.9305,14.0726,8.1429,12.3109,15.4691,14.7207,8.7407,10.3648,9.4453,13.4423,8.8975,18.9117,19.6856,13.2081,12.0862,16.4209,11.778,8.7326,3.6255,10.2867,17.4863,17.4593,15.1539,12.3098,16.5245,10.3035,12.4184,14.7473,Basal,Other
TCGA-CR-7388-01,13.8219,5.961,6.8933,10.4045,8.9708,9.5922,14.5306,6.7662,13.3537,11.1425,11.3603,16.576,15.78,10.4721,8.9663,12.2207,14.3802,9.3751,18.0251,17.6472,11.4347,10.8041,15.9915,12.909,12.4155,8.3025,11.6078,16.666,16.138,14.3506,13.0357,15.3997,9.5407,11.7874,15.1307,Atypical,Other
TCGA-CV-7180-01,11.9022,1.0987,4.7068,10.3374,5.888,5.6949,10.1282,7.6738,11.7233,8.9438,11.4589,12.8443,11.7651,8.8866,7.0904,8.8452,13.5392,8.8612,19.6352,19.9907,11.966,11.5974,16.7869,11.6396,12.6198,5.9018,11.2617,17.5464,16.477,14.4133,13.3018,15.7708,10.1348,13.2611,15.5424,Basal,Other
TCGA-CR-6492-01,13.0986,3.0704,5.8689,10.6872,7.778,8.2615,12.3386,6.4485,12.2317,9.6231,12.0899,15.1111,14.0303,10.5809,9.417,11.0042,13.5414,8.9108,18.7508,18.8903,10.9685,11.7043,16.3492,12.04,11.8661,7.6723,11.8029,17.2298,16.0483,14.2525,13.0578,16.273,9.328,12.3848,15.1946,Atypical,Other
TCGA-CN-6992-01,13.2006,3.3626,7.0399,9.9295,9.3064,8.9133,14.6598,7.0588,12.3537,10.9621,10.8951,15.5621,14.8073,10.0491,8.9425,11.8748,14.0374,13.1027,16.8779,15.2606,14.0035,12.6355,15.8905,11.0287,11.9697,8.5731,11.9462,16.0898,16.4933,14.3642,12.4024,14.7979,10.2552,12.4527,14.9464,Classical,Other
TCGA-CR-7373-01,14.6012,2.6375,6.7705,11.9045,7.6318,8.9607,13.3541,7.0799,11.6852,12.1375,11.2764,14.8801,13.3757,9.4309,9.7358,10.8255,13.2219,6.0505,19.36,19.0402,12.3503,12.1913,15.718,10.5076,9.3353,6.3891,11.8189,17.7192,16.781,14.5348,12.6257,16.2435,10.1414,12.4726,14.8472,Basal,Other
TCGA-CR-7371-01,13.4337,7.5874,7.3407,9.8526,8.9991,9.5506,13.9678,6.7883,13.5252,11.0035,11.443,16.3101,15.5522,10.0497,8.8005,12.1917,14.3327,11.3828,17.3296,15.9096,13.5586,12.5445,15.1171,12.5252,12.7094,8.427,11.3209,16.6502,16.2195,14.1404,12.5788,15.6478,10.1463,11.7155,14.941,Atypical,Other
TCGA-BA-4074-01,13.8367,7.2339,8.3014,11.9476,9.4201,8.1314,16.5413,8.1953,11.8585,11.061,11.4195,16.2587,15.9758,12.957,11.4044,11.5295,12.6562,11.8036,16.3867,16.2222,12.9913,12.7025,13.3461,14.8275,7.2078,3.7368,10.2594,17.5416,17.1692,14.9107,13.4705,17.5583,11.8318,14.8421,15.381,Mesenchymal,MS
TCGA-CV-7435-01,14.5747,8.2955,7.0504,10.7939,10.0303,10.1138,17.4725,8.0922,14.4016,13.4509,11.6409,18.9481,18.1542,12.5751,10.7886,12.5895,14.3227,10.9654,16.993,17.2926,11.2642,11.3391,16.4276,12.4395,11.0929,6.45,11.3351,17.155,16.4484,15.0342,12.6924,16.0446,10.32,11.8972,14.2793,Mesenchymal,MS
TCGA-CN-6021-01,12.8911,2.2524,6.6345,9.3431,7.6511,8.1749,12.2719,5.8798,12.8332,8.7006,10.0393,14.8489,14.1866,9.998,6.8081,10.9604,13.6489,11.9862,18.3743,16.2932,15.1905,13.3974,17.3593,12.0532,14.3909,9.9126,11.5046,16.9166,15.7676,14.8445,12.8623,13.5402,9.3843,11.8366,15.1024,Atypical,Other
TCGA-D6-6825-01,14.0527,4.1354,8.0151,10.3497,8.8988,9.9039,14.7662,6.5687,13.0107,11.9653,11.9754,15.9316,15.3537,8.7281,9.8481,11.4936,14.0313,8.7717,18.6233,18.9328,10.0841,10.2052,17.3519,11.5516,10.8971,5.8537,12.2984,16.828,16.0085,14.5053,12.4167,16.7583,10.1736,11.6919,15.0419,Basal,Other
TCGA-CN-6998-01,12.6536,3.1962,6.7339,10.9717,7.3665,7.5306,12.398,5.5808,10.789,11.1619,12.3744,13.9396,12.5829,6.9129,9.2303,9.3083,13.9317,8.9986,18.8393,19.7932,4.6932,8.9916,17.8849,12.6097,10.9589,6.9482,11.1174,17.2079,17.0821,14.4124,12.9177,15.9665,9.5002,12.077,16.5623,Basal,Other
TCGA-CV-6948-01,12.8307,4.2738,5.3298,9.6562,7.4822,8.3196,13.8597,5.7753,10.6067,11.3698,10.3152,15.1097,14.0327,10.8142,7.7081,10.1923,13.4791,12.2791,18.4072,17.2501,14.3866,12.3335,15.289,12.0622,11.0946,6.7237,10.5804,16.4969,17.2168,14.9858,14.4883,13.9245,10.8506,12.5399,15.8376,Atypical,Other
TCGA-HD-7754-01,13.4873,6.6589,6.1846,9.7266,9.1545,9.3391,16.5491,7.6046,13.3173,10.7372,10.585,17.8766,17.1731,11.8602,10.3129,12.3498,14.2088,11.1656,17.0103,12.8879,12.2124,11.5666,15.9857,14.1902,13.7577,9.9876,12.0628,16.2863,16.1948,13.8689,11.8099,13.7755,9.042,11.4667,14.5185,Atypical,Other
TCGA-CV-7434-01,13.2139,1.1081,6.8115,11.6057,6.4791,7.4897,12.3756,7.4297,11.3561,8.8735,11.9365,15.3391,14.3364,9.2706,9.4403,10.1138,12.7162,8.9519,19.5458,19.7846,11.6503,11.3296,17.1117,14.0793,8.6046,5.7794,11.1969,16.6311,17.307,14.3047,12.7403,16.3331,9.4427,12.5455,16.2007,Basal,Other
TCGA-CN-4736-01,14.5678,5.5202,6.2549,10.7288,9.7426,9.9583,15.4172,7.7928,12.8978,13.5625,11.4166,17.1871,16.3352,11.7373,9.6899,11.8966,12.7686,8.1305,18.3801,18.8639,6.6179,10.2489,16.1767,13.1647,10.3946,6.9072,11.7715,17.038,16.2788,14.3233,13.054,16.8944,9.2155,11.7707,15.0364,Mesenchymal,MS
TCGA-BA-7269-01,13.8329,6.6908,6.5898,10.5738,7.9803,8.1343,15.1291,8.4194,13.3752,13.4163,11.7899,17.505,16.5732,12.8228,9.9132,11.1609,12.2199,11.9208,15.7008,16.6029,14.1106,12.8999,14.2669,12.8578,12.7687,4.0849,9.8079,17.5157,16.5514,14.8391,14.3536,15.2223,10.628,13.0211,15.3292,Classical,Other
TCGA-CV-6433-01,13.8468,1.401,5.662,9.7686,8.0577,7.9249,11.747,6.0581,9.3622,11.4477,10.8318,12.953,11.5666,10.293,5.062,8.0641,12.2953,10.0354,17.0992,9.7238,13.1109,12.9845,13.7698,15.9765,11.8856,5.9759,10.9093,17.1405,16.7938,14.3569,12.2216,16.6154,10.3357,12.3913,14.4901,Atypical,Other
TCGA-CR-7385-01,12.9153,2.8377,5.0191,9.5634,7.354,8.6706,11.8165,6.1433,10.5676,11.2667,11.1716,13.9467,13.1488,8.9231,6.3386,9.8324,13.915,10.5288,18.6044,13.56,12.7427,11.9226,16.2164,13.8669,12.7715,8.4117,12.1841,16.8227,16.2399,14.8797,12.9469,15.1781,9.7455,12.0555,14.4455,Atypical,Other
TCGA-CV-6441-01,10.5777,2.9107,3.5149,10.4823,7.0805,6.8108,10.5166,6.7883,8.0081,6.5346,10.6202,10.3872,9.4977,9.1271,4.0944,6.8656,12.2538,10.9353,17.0471,15.3856,13.4549,12.545,14.5285,14.8058,11.8652,7.6475,10.0625,16.2559,16.0734,14.0433,14.2991,16.3485,10.0513,12.5611,14.4244,Atypical,Other
TCGA-CV-5978-01,15.0427,7.5406,6.6548,10.5027,9.3971,10.274,16.9743,6.8317,14.3027,15.4058,11.0736,17.8383,17.2841,12.7074,10.5204,12.1883,13.9402,11.5948,17.0557,13.8551,12.5646,11.5272,15.0989,12.1115,11.9368,7.0555,11.5892,16.6802,16.2413,14.0821,12.5529,15.8414,10.1558,11.8839,15.157,Classical,Other
TCGA-CN-6017-01,14.8079,5.2667,8.5322,10.301,10.7308,10.3648,14.7794,8.3906,13.6901,11.5328,11.4972,17.6301,16.7397,11.4026,9.0978,12.1996,11.6389,6.4893,17.553,17.4828,9.1456,10.8743,14.7714,11.6583,8.6384,3.7131,10.8888,17.1276,16.5275,14.2403,12.7151,16.6994,8.9029,11.5356,14.4799,Mesenchymal,MS
TCGA-CN-5367-01,13.6836,5.063,6.2893,11.1672,7.8904,8.1279,14.1744,6.4121,11.6552,12.1883,11.523,15.8511,14.9679,12.2131,10.0238,10.7857,12.9177,10.7205,19.2052,18.8491,10.5803,11.3155,17.2388,13.6973,9.3621,5.1282,11.2323,17.1298,16.2455,15.4913,12.3898,15.8514,10.6912,12.3795,14.9559,Basal,Other
TCGA-CV-7252-01,13.5124,6.1763,7.6453,10.9542,8.3179,8.8875,15.3055,7.281,12.8898,10.5753,12.4609,16.3441,15.6654,12.0275,9.508,11.744,14.0388,8.8013,19.0627,19.1776,8.6885,11.8832,16.6207,12.4383,9.1167,2.5652,11.8465,17.4273,16.5198,14.9253,13.1344,16.4911,9.4322,12.6885,15.1985,Basal,Other
TCGA-CX-7219-01,14.6886,6.8778,7.4146,10.8196,9.2321,9.7248,16.6006,8.4266,13.3812,12.0992,11.6543,17.8516,16.9628,11.334,10.4627,12.4741,12.9347,8.9636,16.8412,17.0918,9.2484,11.775,16.4642,14.4615,11.8783,7.3336,11.0119,17.2159,16.091,14.7085,13.1534,15.6044,8.653,12.3178,15.6736,Mesenchymal,MS
TCGA-CR-7382-01,15.1021,9.946,7.8005,11.2692,10.4822,11.0833,18.7196,8.4242,14.7826,12.1368,11.6128,18.16,17.427,12.0904,10.703,13.989,12.0295,7.7274,15.8545,15.2159,12.3255,12.5631,14.7569,10.0024,10.5255,3.9525,11.7,17.4805,15.5328,14.7455,12.4545,16.018,8.7485,12.0696,14.5614,Mesenchymal,MS
TCGA-CV-6953-01,12.5728,1.8397,5.8677,10.1892,7.1389,7.9615,11.7752,6.2069,10.7044,10.5835,12.5448,13.7748,13.2294,9.5662,7.152,9.8362,14.3818,8.1953,19.2882,19.2594,5.6448,10.6435,17.735,12.6869,12.6094,7.8691,12.6218,17.6138,16.8472,13.9833,14.583,14.0596,9.7097,13.4848,16.3172,Basal,Other
TCGA-CN-6022-01,14.9744,9.4849,7.7927,10.7211,10.1558,9.8609,16.9205,8.5624,13.0846,13.6416,11.9239,17.7249,16.7406,12.2908,10.3974,12.6297,12.0044,9.6289,15.4533,15.2422,11.9279,11.8632,14.0323,9.4983,9.4131,6.366,11.642,17.6067,16.7811,15.1441,13.161,15.1981,9.4333,12.6834,14.4146,Mesenchymal,MS
TCGA-CQ-6221-01,16.1878,8.6607,7.5794,11.522,10.5608,11.2347,18.9934,11.9014,16.6554,14.3628,12.1512,20.2177,19.5052,12.8667,12.6087,13.9441,2.5678,3.5048,8.6642,6.9964,8.2495,9.0638,7.4058,10.0448,3.8877,1.9846,11.6302,17.5941,16.1778,15.6285,13.4541,16.0694,9.0523,11.7343,13.5427,Mesenchymal,MS
TCGA-HD-7753-01,13.1618,7.6886,7.3048,11.5564,8.5841,9.0828,16.2193,7.9583,14.3021,10.6946,12.1809,16.8794,15.7529,11.0652,10.3192,12.0192,13.6174,7.6055,19.2095,19.3316,10.6266,10.4223,16.624,13.3447,9.9426,4.0539,12.029,17.5328,16.0228,15.3876,12.3795,16.3418,10.2617,12.5408,14.9599,Basal,Other
TCGA-CN-6020-01,13.8093,6.9033,7.8866,10.5603,8.7417,9.4277,15.3579,7.7786,13.9602,12.0014,11.6456,17.2656,16.3774,10.3401,9.9007,11.568,13.5414,8.9297,18.2326,17.8638,7.1899,11.4725,16.5723,14.9322,13.4839,7.9209,11.9781,17.2139,16.0029,14.6038,12.5739,15.9408,9.1155,12.4911,15.283,Basal,Other
TCGA-CN-6016-01,15.2667,7.5897,8.7157,10.8184,10.5724,10.4632,17.5621,8.6486,15.3167,12.7509,12.6423,20.2634,19.0636,13.3338,11.0651,13.5277,12.9473,6.4893,19.2116,18.8672,8.7105,10.0482,15.3568,13.0191,9.7516,4.9523,10.3472,17.4973,16.1713,14.1171,12.8628,15.4715,9.1263,11.8101,14.3944,Mesenchymal,MS
TCGA-CR-5248-01,14.018,4.0559,4.8983,9.134,7.6177,9.6722,13.4735,5.3767,9.7561,12.4822,10.876,13.374,12.996,9.0238,6.9383,10.66,12.7916,8.975,17.9774,14.7114,5.9902,11.4102,15.8605,13.0516,10.9882,6.4982,11.7006,16.8649,16.4003,14.8121,13.2874,15.7983,9.8159,12.135,14.1045,Atypical,Other
TCGA-D6-6823-01,12.2158,3.1659,6.6753,11.3635,7.5146,7.6953,13.3459,5.0758,12.4867,10.2986,11.8139,14.8991,14.2485,9.8212,7.4105,10.91,13.6119,11.0171,18.9505,18.641,14.3057,13.3797,16.1253,13.6367,10.7453,6.6399,10.7494,16.934,15.3979,14.8598,13.0463,15.2852,10.3239,12.3924,15.8781,Classical,Other
TCGA-CN-4725-01,12.2695,4.0469,6.045,11.7191,8.4734,8.2729,13.1538,6.8919,12.5954,9.0931,11.3336,14.4247,13.7906,9.9085,8.6247,10.5147,13.5259,10.4414,17.0244,19.5215,10.8773,11.8521,16.6527,12.3628,11.0208,6.3837,11.5126,17.0939,16.6716,14.6452,12.1811,14.545,10.0793,12.3469,15.54,Basal,Other
TCGA-BA-4078-01,14.0799,5.0134,6.9314,11.1108,8.9408,9.5364,16.025,7.6376,13.6604,8.6377,11.1617,17.9955,17.4723,12.3823,10.4447,12.3785,13.0999,10.7156,18.4606,16.7122,13.279,11.3948,14.8675,14.2445,9.0512,2.037,10.3538,16.0716,15.8594,14.704,12.8362,15.029,9.5902,12.314,14.3147,Classical,Other
TCGA-CV-7245-01,13.1166,6.3696,7.3008,10.3644,7.6374,8.0261,14.3394,7.7944,12.5147,11.4482,11.3987,17.0664,15.9743,10.797,9.0145,11.9514,14.4977,10.2569,19.0441,19.2134,12.2072,11.0013,16.8843,14.5526,12.2627,5.6073,11.3611,17.3158,16.9791,14.7388,11.837,15.6376,10.806,12.4161,15.061,Classical,Other
TCGA-CN-5363-01,14.9365,8.2421,6.538,11.9413,8.9744,9.2165,15.9969,8.1907,12.9333,10.3713,11.4585,16.8172,16.1746,11.7398,10.6784,12.3318,12.235,9.1137,18.4956,18.3658,10.7169,11.8948,15.9115,7.571,7.5452,3.039,10.8831,17.0384,17.0246,14.6864,13.6139,16.3715,10.0225,12.5163,15.1223,Mesenchymal,MS
TCGA-BB-4224-01,12.2888,4.2723,5.2345,9.8969,6.6562,6.9461,11.3005,6.3428,9.4043,9.8589,9.8374,12.8894,12.5426,9.838,7.4706,9.2026,13.0424,9.7326,17.7416,17.9177,4.3061,7.7415,16.9638,14.0961,9.5524,7.0142,11.4365,16.846,16.3487,15.1749,12.4213,15.8635,10.9116,14.2751,16.2653,Basal,Other
TCGA-CQ-5326-01,13.9505,5.5185,6.9105,11.1224,8.1849,9.2534,17.105,7.5817,12.1113,14.5965,12.0317,15.5819,14.892,10.2539,8.6415,11.5092,13.2778,9.8552,18.9852,19.4594,11.6432,11.9211,16.4354,12.379,11.4005,6.9484,11.9075,17.0106,16.9418,15.0692,12.3725,15.8225,10.0072,12.4123,14.795,Basal,Other
TCGA-CR-6487-01,13.8957,3.8805,6.1291,9.0509,8.92,10.1137,14.3201,5.1779,11.4943,10.9786,11.3954,14.9706,14.1791,10.175,8.0594,11.3177,12.4997,11.4284,18.3064,7.406,13.3027,11.9461,15.4583,15.0026,9.229,6.6925,10.4394,16.6383,16.6095,15.3294,13.992,16.4942,10.758,11.9552,14.0981,Atypical,Other
TCGA-CN-6994-01,13.8354,6.4002,6.2994,10.1968,8.0275,8.7227,16.1359,7.7029,13.8538,13.1552,11.979,18.0379,16.8697,11.0291,10.0883,11.3556,13.0397,10.0301,18.7596,18.727,11.9908,11.4854,16.6431,12.7318,11.8024,7.9099,11.7662,16.7382,17.1154,14.2221,13.1394,15.3273,9.9865,11.8611,14.918,Classical,Other
TCGA-CN-4739-01,12.8045,3.3541,5.2842,9.4923,8.2977,8.475,13.825,6.3558,12.187,9.4112,11.6044,15.0045,14.2484,10.2812,7.8063,10.6498,14.3711,10.533,17.3432,15.2158,11.7015,10.9892,16.5125,14.8561,13.0903,8.1595,12.4816,17.0929,15.8088,14.5733,12.5203,14.6309,9.0471,12.2014,14.9035,Atypical,Other
TCGA-BA-5556-01,13.9323,6.2004,5.8584,10.5275,7.9528,8.6455,15.3517,5.8916,11.9512,11.998,12.2427,14.8984,14.1788,9.2512,8.1276,10.8865,13.7206,6.0246,19.1275,18.4957,10.2248,11.2951,17.0175,11.0799,11.2462,6.5718,11.7253,17.2033,16.2336,14.4209,13.098,16.3347,9.2889,12.1061,14.6343,Basal,Other
TCGA-CN-4727-01,12.9544,3.2681,7.5878,9.5567,7.9998,8.3539,14.747,5.9183,12.3057,7.7983,11.2985,16.3326,15.5132,11.5198,7.9487,11.7215,13.9027,11.0246,17.24,16.4107,12.3074,12.5571,14.9546,14.1702,11.2763,8.1835,11.7075,17.1152,16.8055,14.3844,13.2769,15.1496,9.426,12.1785,14.3757,Classical,Other
TCGA-CV-5966-01,14.1069,7.636,6.3196,11.127,7.1036,8.3211,13.5561,8.3127,12.4249,10.1913,11.7995,15.4812,14.5755,10.2656,10.5388,10.9457,10.7455,10.0333,17.3936,16.9095,14.9319,14.9037,13.5839,13.1773,7.3472,3.955,10.411,17.6481,16.7191,15.1904,12.9076,16.3648,10.5037,12.8796,14.8563,Mesenchymal,MS
TCGA-CR-6482-01,14.264,6.3112,6.0158,8.7584,8.6689,10.2075,14.9728,7.5981,11.7425,11.294,10.5544,15.398,14.8392,11.3108,8.1744,11.7107,12.6191,11.3627,15.5923,14.0796,13.4097,12.4988,14.2767,14.5186,11.9216,8.0599,11.1151,16.7311,16.0575,14.5682,13.3781,16.356,9.283,11.6262,14.1212,Atypical,Other
TCGA-CV-6936-01,12.2109,2.7012,8.044,10.3481,7.647,7.8945,13.8287,6.1313,11.5962,9.6503,11.1535,15.811,14.7638,9.3326,7.4956,11.1308,12.1934,10.1063,15.6338,13.5875,8.1675,11.5358,15.8463,12.0692,10.8086,4.2738,10.8209,17.4146,15.1192,14.8224,12.8334,16.1365,10.0273,12.9025,14.799,Classical,Other
TCGA-CQ-5332-01,13.6079,4.5239,6.9991,9.8116,8.9642,8.4471,14.5949,8.6297,13.4004,12.2715,11.5732,16.5662,15.9597,10.7022,9.2743,12.2354,12.9506,12.323,18.0953,15.7474,12.8273,12.1834,15.5048,11.7484,13.291,8.5511,10.7897,15.9598,16.826,13.6664,13.7358,13.7472,10.312,12.1486,15.5026,Classical,Other
TCGA-CV-7100-01,14.0131,4.0534,7.3164,9.7332,8.519,8.8532,14.4493,7.7044,11.4641,13.6828,11.6222,17.2584,16.1667,9.9891,8.7697,11.4622,12.3712,10.6426,16.7399,16.1301,13.6783,12.8796,13.9024,14.4701,11.4819,6.564,11.2337,16.9043,16.3298,14.6794,12.9701,16.4866,10.4133,12.2534,14.3439,Mesenchymal,MS
TCGA-CR-7374-01,12.971,3.3506,6.158,9.7044,8.6316,8.5723,12.5031,7.1438,12.1816,9.6623,10.6319,14.468,13.9358,9.634,7.0069,11.3217,13.9575,12.5781,16.7921,16.1885,13.6703,12.3588,15.7079,11.9355,11.1352,8.8375,11.3863,16.4958,15.6725,14.9524,12.5512,15.5292,9.7785,11.8169,14.8371,Atypical,Other
TCGA-CQ-7068-01,13.8698,1.749,6.4036,10.6106,7.0431,8.3345,13.4109,8.2571,11.7225,10.853,11.3051,13.5139,12.2403,9.4681,7.0019,9.5177,12.4551,7.0019,17.4766,17.7858,7.6833,11.5919,15.8647,8.0432,11.3722,6.1531,11.106,17.5205,16.2529,14.653,13.5933,16.7321,9.4983,13.208,15.1978,Basal,Other
TCGA-BA-5152-01,13.4704,7.5001,6.6298,11.0914,6.9058,7.7064,12.9337,6.7564,12.6504,10.8022,11.8542,15.4041,14.7824,10.6303,7.7936,10.7921,13.6973,10.9789,19.0347,18.8332,12.8479,12.1725,13.5456,13.6604,11.2706,7.8906,11.2814,17.3227,16.6738,13.9505,13.8675,16.8743,9.7654,13.1766,15.6488,Atypical,Other
TCGA-CN-4723-01,14.2988,6.9899,7.7336,10.7365,9.2059,9.1003,15.5998,7.8632,13.3716,12.833,12.0547,16.9796,16.0625,10.6987,9.1597,12.4426,12.9421,10.1792,17.9386,17.382,13.1708,12.2316,14.9525,13.5005,10.1681,7.5652,11.7588,17.1704,17.2454,14.7971,13.2324,15.9303,9.8543,12.3164,15.1163,Classical,Other
TCGA-CV-6945-01,13.8863,6.2181,5.5297,12.1433,8.1864,7.3381,14.1659,8.6136,13.5625,11.1155,12.8247,16.5673,15.1424,10.6839,9.8252,10.8202,13.3861,9.4766,18.7765,19.1866,12.3252,11.4799,15.4424,13.1844,11.7845,5.5961,10.9001,18.1107,17.9041,15.223,12.4303,15.3021,10.0369,13.0622,15.4695,Basal,Other
TCGA-DQ-7588-01,12.7973,1.8244,5.3209,12.0563,5.3055,4.7911,11.8825,5.6232,11.8559,10.3825,11.3746,13.3776,11.9922,8.8937,6.1038,8.8802,13.7713,9.4273,19.2537,19.7621,10.1213,12.7313,16.1873,14.6538,8.7386,5.8091,11.5766,17.9107,17.3597,15.8729,13.1006,15.2367,10.5549,12.9729,16.0012,Basal,Other
TCGA-DQ-5630-01,13.6671,7.4535,8.4275,10.7871,9.2653,9.139,15.6511,8.644,14.0627,12.5043,11.7282,16.5509,16.3047,12.6069,12.2235,11.4215,12.5642,5.6486,18.4007,18.8693,10.7162,11.0009,15.243,12.2885,11.9343,6.0533,10.9322,17.2968,16.1089,14.2924,13.2406,17.665,9.6174,12.6801,15.6518,Mesenchymal,MS
TCGA-CV-7429-01,15.2266,7.6944,8.14,11.7408,9.7171,9.9598,17.6105,7.466,13.3707,11.0851,12.5119,16.5744,15.806,11.6171,9.9117,11.5283,8.5694,5.8384,14.728,15.3146,11.9556,11.4584,13.53,9.4367,5.9853,1.7592,10.8069,16.873,16.3194,14.9071,13.4437,15.0818,10.6664,11.8427,14.2702,Mesenchymal,MS
TCGA-CN-4737-01,14.1238,7.1231,6.8677,11.1065,9.4628,9.6796,16.4692,8.927,13.9751,12.6529,11.5501,17.7494,16.7137,12.2113,10.0728,12.1575,12.7394,7.1916,18.6306,19.0824,10.4423,11.2082,16.9789,13.1995,10.7813,7.0263,11.6755,16.8672,15.8125,14.2448,12.4169,14.9897,8.7775,12.1568,15.4101,Mesenchymal,MS
TCGA-CQ-5323-01,12.5761,3.1366,5.9297,10.2426,7.3155,8.0553,12.7655,5.9578,11.6348,9.7333,10.5483,15.3344,14.4947,9.771,6.66,10.7187,13.4581,8.3245,17.6763,18.8472,9.5971,11.4725,16.9269,12.0057,13.0585,9.0912,11.8129,16.714,16.2853,14.688,12.5563,15.6584,9.3985,12.1201,14.4978,Atypical,Other
TCGA-DQ-5625-01,13.3632,4.0369,6.2271,11.0352,8.8402,8.7805,14.5384,7.5451,11.9167,10.7211,11.6181,15.4451,14.8082,10.1274,8.3897,10.5792,13.2654,6.8533,18.8029,19.4092,5.7547,8.6172,16.94,11.1393,11.8426,6.5888,10.8372,17.6332,16.1164,14.7019,13.3089,16.8609,10.1545,12.7977,16.3116,Basal,Other
TCGA-BA-6869-01,11.8738,1.7874,7.795,9.0359,6.8008,6.267,11.3148,5.6332,11.4021,8.2683,12.4241,13.8866,12.9987,8.9541,6.6483,10.0107,13.1942,11.7094,17.7513,17.8015,13.8069,12.5672,15.445,14.9929,12.7906,7.4248,10.2464,16.8889,16.8403,14.6274,13.801,15.0629,10.2459,12.737,14.3528,Atypical,Other
TCGA-CN-4740-01,15.3299,7.3777,8.3931,10.4807,9.9491,10.448,17.7445,8.6334,14.671,13.609,11.7774,18.9617,18.3419,12.7676,10.8526,12.5958,12.9406,10.1955,17.6451,17.8116,10.3742,9.8275,15.7139,13.7171,11.0577,8.2862,11.4231,17.1696,16.1684,14.0897,12.9429,16.3241,9.0385,12.1899,15.059,Mesenchymal,MS
TCGA-CN-4742-01,13.6902,7.3424,6.9828,11.898,9.3421,9.4593,16.9387,8.2074,14.2995,14.9161,11.9291,18.2932,17.4533,11.6073,11.2538,12.7058,13.1367,6.2905,17.4503,18.2211,8.1618,10.9521,16.3892,12.7233,11.8121,6.8781,12.0469,17.1934,15.5982,14.7968,12.3225,15.5024,9.5698,11.6173,15.1262,Basal,Other
TCGA-CV-6942-01,15.3264,4.694,7.1286,11.427,9.3717,10.3012,14.827,8.6079,13.4933,12.7144,11.5385,16.6169,15.8468,11.5803,10.4412,12.4957,12.1046,8.9699,18.3845,19.7541,10.6963,11.3492,14.8673,7.3029,8.1306,5.0655,10.9846,17.6756,17.0261,15.0605,13.0231,16.8152,10.262,12.8942,15.3244,Mesenchymal,MS
