sample_id,VIM,CDH2,SNAI1,SNAI2,ZEB1,ZEB2,FN1,TWIST1,MMP2,MMP9,TGFB1,COL1A1,COL1A2,ACTA2,FAP,PDGFRB,CDH1,EPCAM,KRT5,KRT14,KRT8,KRT18,DSP,CLDN1,CLDN4,OCLN,TJP1,ACTB,GAPDH,TUBB,RPL13A,B2M,HPRT1,PPIA,YWHAZ
TCGA-CR-7383-01,14.9215,6.4841,6.9269,11.4451,9.2438,9.3489,16.1369,7.5165,14.1542,11.3394,11.643,17.9084,16.9887,11.7317,10.1255,12.4602,12.3131,10.4952,18.2136,18.2909,10.035,11.2078,14.7832,13.0328,10.2756,4.9869,10.8733,16.8256,16.9559,15.0936,13.0209,16.2094,10.4062,12.0382,15.3033
